spkid,H,diameter,e,a,q,i,ad,albedo,spec_B,main_class
20000551,9.82,81.113,0.1188,2.969,2.616,0.39,3.32,0.04,C,C-type
20000572,10.93,28.903,0.1567,2.4,2.024,10.58,2.78,0.089,C,C-type
20000601,9.69,75.535,0.1054,3.137,2.806,16.13,3.47,0.043,C,C-type
20000614,11.06,29.191,0.1086,2.695,2.402,7.02,2.99,0.094,C,C-type
20000688,11.0,41.614,0.1381,2.698,2.326,10.24,3.07,0.068,C,C-type
20000705,8.49,132.261,0.0516,2.923,2.772,25.02,3.07,0.031,C,C-type
20000713,9.11,97.968,0.1545,3.403,2.877,10.34,3.93,0.048,C,C-type
20000723,10.17,23.456,0.0562,2.992,2.824,4.99,3.16,0.352,C,C-type
20000747,8.04,171.71,0.3398,3.0,1.981,18.22,4.02,0.0503,C,C-type
20000783,11.14,38.719,0.2309,2.341,1.801,9.34,2.88,0.034,C,C-type
20000784,9.31,75.596,0.241,3.099,2.352,12.28,3.85,0.086,C,C-type
20000795,10.1,85.263,0.1008,2.75,2.473,19.04,3.03,0.027,C,C-type
20000804,8.04,137.952,0.1418,2.836,2.434,15.39,3.24,0.054,C,C-type
20000814,8.76,102.229,0.3049,3.16,2.197,21.79,4.12,0.054,C,C-type
20000826,11.77,22.556,0.2047,2.713,2.157,7.1,3.27,0.166,C,C-type
20000845,10.14,52.677,0.0688,2.939,2.737,12.61,3.14,0.041,C,C-type
20000856,10.93,45.449,0.1188,2.435,2.146,14.33,2.72,0.045,C,C-type
20000886,9.45,86.793,0.2714,3.167,2.308,16.87,4.03,0.078,C,C-type
20000912,9.43,82.675,0.1795,3.13,2.568,18.31,3.69,0.039,C,C-type
20000919,11.67,33.5,0.0845,2.772,2.538,8.17,3.01,0.047,C,C-type
20000971,10.1,60.867,0.1638,2.64,2.208,13.8,3.07,0.046,C,C-type
20001017,11.11,40.152,0.0763,2.605,2.407,7.93,2.8,0.052,C,C-type
20001041,10.32,60.571,0.1457,3.07,2.623,13.94,3.52,0.047,C,C-type
20001076,12.22,22.298,0.1467,2.474,2.111,3.32,2.84,0.041,C,C-type
20001128,11.14,41.851,0.0439,2.787,2.664,1.01,2.91,0.031,C,C-type
20001176,11.5,17.489,0.1424,2.692,2.308,6.65,3.08,0.031,C,C-type
20001262,10.3,71.011,0.0038,3.002,2.99,13.13,3.01,0.028,C,C-type
20001264,9.67,66.04,0.157,2.863,2.414,24.98,3.31,0.041,C,C-type
20001271,10.62,47.524,0.1211,3.141,2.76,6.68,3.52,0.031,C,C-type
20001294,10.69,37.199,0.2317,2.689,2.066,8.72,3.31,0.117,C,C-type
20001301,11.56,21.438,0.2711,2.765,2.015,34.04,3.51,0.111,C,C-type
20001343,11.13,23.793,0.115,2.569,2.273,6.03,2.86,0.136,C,C-type
20001427,11.46,35.406,0.2102,2.75,2.172,9.34,3.33,0.034,C,C-type
20001508,12.23,63.849331034482745,0.419,2.768,1.608,28.73,3.93,0.0793583333333333,C,C-type
20001510,11.75,24.507,0.1495,2.67,2.271,11.83,3.07,0.118,C,C-type
20001520,10.59,53.435,0.0948,3.111,2.816,15.28,3.41,0.062,C,C-type
20001560,11.64,23.825,0.2119,2.686,2.117,6.28,3.26,0.081,C,C-type
20001567,9.77,69.242,0.0822,3.21,2.946,17.28,3.47,0.059,C,C-type
20001716,12.05,26.656,0.0927,2.733,2.479,5.74,2.99,0.044,C,C-type
20001766,12.46,19.099,0.0867,2.75,2.511,5.23,2.99,0.058,C,C-type
20001768,12.66,20.221,0.1798,2.449,2.009,3.25,2.89,0.032,C,C-type
20001923,13.59,13.461,0.0631,2.435,2.282,4.96,2.59,0.031,C,C-type
20001989,12.58,9.603,0.0755,2.352,2.174,7.77,2.53,0.192,C,C-type
20002106,12.63,16.518,0.0954,2.703,2.445,8.04,2.96,0.073,C,C-type
20002161,12.32,15.857,0.1626,2.747,2.3,7.3,3.19,0.074,C,C-type
20002169,12.7,19.263,0.051,2.787,2.645,1.53,2.93,0.042,C,C-type
20002231,12.61,15.818,0.2526,2.726,2.038,8.24,3.42,0.053,C,C-type
20002244,11.96,24.377,0.1815,2.81,2.3,7.82,3.32,0.05,C,C-type
20002258,12.07,26.255,0.0787,2.694,2.482,1.48,2.91,0.049,C,C-type
20002316,13.04,12.95,0.168,2.45,2.038,1.82,2.86,0.065,C,C-type
20002328,13.29,12.895,0.1454,2.342,2.002,10.01,2.68,0.074,C,C-type
20002331,12.78,5.713,0.2199,2.427,1.893,3.7,2.96,0.713,C,C-type
20002346,12.5,10.42,0.1562,2.372,2.002,5.92,2.74,0.227,C,C-type
20002444,11.99,29.925,0.1308,2.728,2.371,15.12,3.08,0.05,C,C-type
20002455,12.1,16.099,0.0861,2.727,2.493,7.53,2.96,0.142,C,C-type
20002509,12.97,16.784,0.1942,2.457,1.98,2.85,2.93,0.041,C,C-type
20002720,14.26,8.933,0.2034,2.331,1.856,3.29,2.8,0.061,C,C-type
20002730,11.87,15.83,0.1318,2.719,2.361,6.43,3.08,0.162,C,C-type
20002807,13.07,16.866,0.184,2.792,2.279,7.87,3.31,0.057,C,C-type
20002892,10.3,69.492,0.2034,3.174,2.529,17.01,3.82,0.03,C,C-type
20002930,13.16,14.867,0.0235,2.78,2.715,4.06,2.85,0.05,C,C-type
20003037,11.82,29.876,0.1863,2.675,2.177,19.01,3.17,0.044,C,C-type
20003096,12.82,17.122,0.1939,2.668,2.151,12.15,3.19,0.044,C,C-type
20003137,13.46,6.685,0.1906,2.4,1.943,2.48,2.86,0.207,C,C-type
20003179,12.11,20.835,0.163,3.087,2.584,1.76,3.59,0.071,C,C-type
20003192,13.94,4.361,0.1706,2.376,1.97,2.88,2.78,0.283,C,C-type
20003345,12.3,21.698,0.1924,2.471,1.995,15.87,2.95,0.041,C,C-type
20003365,12.6,17.716,0.1762,2.709,2.232,7.8,3.19,0.069,C,C-type
20003375,14.13,6.721,0.0258,2.173,2.116,1.08,2.23,0.125,C,C-type
20003389,12.7,20.768,0.1408,2.773,2.382,7.06,3.16,0.045,C,C-type
20003435,13.47,7.251,0.0461,2.324,2.217,7.72,2.43,0.212,C,C-type
20003542,12.6,18.437,0.0841,3.175,2.908,8.08,3.44,0.106,C,C-type
20003587,12.97,14.594,0.0369,2.705,2.605,7.83,2.8,0.059,C,C-type
20003642,11.28,31.899,0.0788,2.788,2.568,13.45,3.01,0.071,C,C-type
20003645,12.55,19.928,0.0806,2.701,2.484,7.13,2.92,0.059,C,C-type
20003684,14.04,12.37,0.1521,2.288,1.94,6.82,2.64,0.0504,C,C-type
20003796,12.07,19.23,0.1507,2.698,2.292,6.52,3.1,0.097,C,C-type
20003827,13.21,11.798,0.1288,2.74,2.387,4.09,3.09,0.104,C,C-type
20003886,12.79,18.553,0.1028,2.773,2.488,5.06,3.06,0.033,C,C-type
20004107,12.25,12.854,0.2028,2.556,2.037,17.53,3.07,0.169,C,C-type
20004265,13.24,14.244,0.2002,2.427,1.942,4.36,2.91,0.056,C,C-type
20004292,12.38,24.695,0.0495,2.75,2.614,3.55,2.89,0.038,C,C-type
20004304,14.25,8.432,0.1495,2.451,2.085,3.07,2.82,0.091,C,C-type
20004584,13.36,14.551,0.2009,2.79,2.23,7.67,3.35,0.091,C,C-type
20004719,12.81,10.298,0.1767,2.696,2.22,7.46,3.17,0.164,C,C-type
20004804,12.28,15.427,0.116,2.691,2.379,8.64,3.0,0.129,C,C-type
20004969,12.9,6.712,0.3627,2.757,1.757,31.45,3.76,0.171,C,C-type
20005091,12.77,14.319,0.0104,2.785,2.756,3.21,2.81,0.071,C,C-type
20005243,13.28,13.947,0.1779,2.775,2.281,7.49,3.27,0.046,C,C-type
20005349,13.25,63.849331034482745,0.4688,2.784,1.479,28.48,4.09,0.0793583333333333,C,C-type
20005364,13.44,12.248,0.2008,2.457,1.964,3.12,2.95,0.092,C,C-type
20005416,12.99,19.006,0.2337,2.783,2.133,8.39,3.43,0.036,C,C-type
20005438,11.89,28.072,0.2744,2.748,1.994,26.51,3.5,0.056,C,C-type
20005678,14.05,5.945,0.2736,2.732,1.984,34.08,3.48,0.318,C,C-type
20005956,13.24,12.277,0.292,2.711,1.92,8.97,3.5,0.097,C,C-type
20006005,13.29,9.179,0.1477,2.701,2.302,7.63,3.1,0.145,C,C-type
20006230,13.66,12.834,0.082,2.782,2.554,3.27,3.01,0.047,C,C-type
20006716,13.33,15.985,0.0586,2.79,2.626,4.65,2.95,0.052,C,C-type
20006906,13.29,11.211,0.2704,2.741,2.0,10.44,3.48,0.089,C,C-type
20006907,12.93,12.137,0.1934,2.743,2.212,9.07,3.27,0.1,C,C-type
20007604,13.3,63.849331034482745,0.5741,3.114,1.326,20.44,4.9,0.0793583333333333,C,C-type
20007817,13.48,12.246,0.0443,2.785,2.661,0.56,2.91,0.058,C,C-type
20008008,13.36,12.656,0.0791,2.781,2.561,1.35,3.0,0.076,C,C-type
20008450,13.35,11.191,0.0897,2.749,2.502,4.87,3.0,0.058,C,C-type
20014402,18.77,0.6,0.4016,1.715,1.026,11.41,2.4,0.14,C,C-type
20016064,16.86,4.106,0.5894,2.849,1.17,4.54,4.53,0.02,C,C-type
20065706,16.57,63.849331034482745,0.5554,2.398,1.066,9.63,3.73,0.0793583333333333,C,C-type
20085774,19.09,0.939,0.3288,1.403,0.942,13.59,1.86,0.042,C,C-type
20136793,18.35,63.849331034482745,0.4653,1.147,0.613,17.37,1.68,0.0793583333333333,C,C-type
20162567,19.97,0.335,0.2501,1.247,0.935,13.75,1.56,0.173,C,C-type
20175706,18.32,1.196,0.3501,1.055,0.686,1.97,1.42,0.072,C,C-type
20308635,21.91,0.4,0.4305,1.157,0.659,0.34,1.65,0.0793583333333333,C,C-type
20370061,17.82,63.849331034482745,0.693,1.816,0.557,54.62,3.07,0.0793583333333333,C,C-type
20446804,19.6,63.849331034482745,0.3706,1.733,1.091,19.48,2.38,0.0793583333333333,C,C-type
20000002,4.11,513.0,0.2304,2.77,2.132,34.92,3.41,0.155,B,C-type
20000024,7.25,198.0,0.1153,3.143,2.78,0.74,3.51,0.067,B,C-type
20000047,8.19,168.174,0.131,2.885,2.507,4.97,3.26,0.082,B,C-type
20000059,8.12,165.119,0.1168,2.714,2.397,8.65,3.03,0.044,B,C-type
20000085,7.95,154.79,0.1934,2.654,2.141,11.96,3.17,0.0666,B,C-type
20000088,7.28,232.0,0.1634,2.771,2.319,5.22,3.22,0.0671,B,C-type
20000142,10.57,54.812,0.1331,2.421,2.099,2.24,2.74,0.047,B,C-type
20000213,9.13,82.096,0.1442,2.757,2.359,6.8,3.15,0.092,B,C-type
20000241,7.8,168.9,0.106,3.047,2.724,5.52,3.37,0.0575,B,C-type
20000282,11.15,39.03,0.0813,2.339,2.149,9.04,2.53,0.0502,B,C-type
20000335,9.12,97.109,0.1719,2.475,2.05,5.1,2.9,0.049,B,C-type
20000372,7.4,173.642,0.2527,3.161,2.362,23.78,3.96,0.059,B,C-type
20000383,10.08,43.482,0.1687,3.139,2.609,2.66,3.67,0.04,B,C-type
20000431,9.1,101.9,0.1706,3.138,2.603,1.83,3.67,0.055,B,C-type
20000531,12.06,17.804,0.1992,2.783,2.228,34.03,3.34,0.101,B,C-type
20000541,10.3,60.147,0.053,2.814,2.665,6.02,2.96,0.055,B,C-type
20000555,10.94,31.04,0.1554,3.179,2.685,2.67,3.67,0.119,B,C-type
20000560,10.97,35.334,0.1577,2.753,2.319,8.45,3.19,0.062,B,C-type
20000702,7.5,190.98,0.0157,3.193,3.143,20.6,3.24,0.061,B,C-type
20000704,6.35,306.313,0.1556,3.056,2.58,17.32,3.53,0.078,B,C-type
20000767,10.21,43.039,0.1846,3.124,2.547,2.41,3.7,0.095,B,C-type
20000895,8.34,109.568,0.1428,3.203,2.746,26.09,3.66,0.071,B,C-type
20001021,9.03,100.765,0.2841,2.739,1.961,15.86,3.52,0.045,B,C-type
20001331,10.69,36.824,0.1896,3.1,2.512,3.1,3.69,0.121,B,C-type
20001474,12.38,59.57508774193549,0.4887,2.737,1.4,26.67,4.08,0.092116129032258,B,C-type
20001484,10.84,40.871,0.2069,2.737,2.17,17.3,3.3,0.015,B,C-type
20001539,11.26,26.791,0.1924,3.143,2.539,1.73,3.75,0.142,B,C-type
20001655,11.11,35.943,0.2311,2.785,2.141,9.58,3.43,0.045,B,C-type
20001705,13.31,11.969,0.2449,2.3,1.737,7.71,2.86,0.089,B,C-type
20001724,11.52,38.476,0.0582,2.713,2.555,12.22,2.87,0.037,B,C-type
20002382,11.97,17.268,0.3298,2.764,1.852,30.99,3.68,0.113,B,C-type
20002446,13.25,12.954,0.1623,2.354,1.972,3.31,2.74,0.079,B,C-type
20002527,13.35,13.114,0.1855,2.466,2.009,2.62,2.92,0.05,B,C-type
20002629,15.15,4.747,0.2289,1.74,1.342,23.44,2.14,0.066,B,C-type
20002659,11.78,27.878,0.1008,3.128,2.813,1.34,3.44,0.05,B,C-type
20002708,12.21,20.085,0.179,3.079,2.527,2.78,3.63,0.084,B,C-type
20002772,14.01,9.595,0.2037,2.314,1.843,9.8,2.79,0.073,B,C-type
20002809,13.72,12.014,0.1803,2.429,1.991,2.47,2.87,0.037,B,C-type
20002816,12.13,28.256,0.1896,2.725,2.208,7.72,3.24,0.042,B,C-type
20002973,13.21,12.079,0.1538,2.468,2.088,1.56,2.85,0.05,B,C-type
20003000,13.95,9.838,0.1809,2.351,1.926,2.75,2.78,0.115,B,C-type
20003074,14.01,9.875,0.1112,2.339,2.079,2.42,2.6,0.07,B,C-type
20003200,14.4,6.25,0.8898,1.271,0.14,22.31,2.4,0.1066,B,C-type
20003566,13.17,14.765,0.1251,2.362,2.066,2.27,2.66,0.056,B,C-type
20003579,13.88,6.908,0.3546,2.734,1.764,31.15,3.7,0.12,B,C-type
20003581,12.31,59.57508774193549,0.4063,2.772,1.646,28.87,3.9,0.092116129032258,B,C-type
20003627,13.81,11.062,0.1487,2.348,1.999,9.71,2.7,0.055,B,C-type
20003647,11.65,26.754,0.1021,2.8,2.514,8.04,3.09,0.069,B,C-type
20004124,12.71,18.954,0.0336,2.789,2.695,3.59,2.88,0.054,B,C-type
20004396,13.91,4.723,0.1918,2.219,1.794,3.75,2.65,0.288,B,C-type
20004686,13.85,3.477,0.1592,2.364,1.988,4.47,2.74,0.699,B,C-type
20004997,13.21,9.86,0.3315,2.869,1.918,32.74,3.82,0.316,B,C-type
20005079,13.15,16.5,0.2055,2.641,2.098,10.78,3.18,0.0592,B,C-type
20005102,12.84,16.727,0.1952,2.801,2.254,8.1,3.35,0.041,B,C-type
20005133,12.12,22.674,0.2242,2.714,2.105,12.01,3.32,0.081,B,C-type
20005222,11.59,17.989,0.1447,2.775,2.373,34.55,3.18,0.202,B,C-type
20005234,12.25,14.125,0.1624,2.763,2.314,35.83,3.21,0.154,B,C-type
20005330,12.47,16.541,0.1561,2.764,2.333,33.75,3.2,0.123,B,C-type
20005344,13.38,10.835,0.1654,2.702,2.255,7.1,3.15,0.07,B,C-type
20005690,13.27,5.791,0.3804,2.799,1.734,29.01,3.86,0.041,B,C-type
20006500,12.74,9.487,0.418,2.754,1.603,29.32,3.91,0.151,B,C-type
20007753,18.02,59.57508774193549,0.4817,1.467,0.761,3.12,2.17,0.092116129032258,B,C-type
20025330,16.74,3.21,0.3708,1.541,0.969,14.33,2.11,0.052,B,C-type
20065679,19.62,0.918,0.2647,0.9148,0.673,1.3,1.16,0.033,B,C-type
20101955,20.21,0.48444,0.2037,1.126,0.897,6.03,1.36,0.044,B,C-type
20523972,18.66,59.57508774193549,0.5984,2.237,0.899,33.61,3.58,0.092116129032258,B,C-type
20000246,8.65,50.891,0.1082,2.694,2.403,15.62,2.99,0.193,A,S-type
20000289,9.75,37.586,0.2018,2.875,2.294,6.68,3.45,0.889,A,S-type
20000446,8.88,53.562,0.1248,2.787,2.44,10.62,3.14,0.317,A,S-type
20000863,9.14,38.724,0.0262,3.206,3.122,25.42,3.29,0.29,A,S-type
20001126,11.94,10.974,0.1472,2.272,1.938,6.5,2.61,0.432,A,S-type
20001600,12.69,7.413,0.0373,1.849,1.78,21.17,1.92,0.321,A,S-type
20001951,14.09,5.57,0.0616,1.39,1.305,39.09,1.48,0.0895,A,S-type
20002234,12.54,9.473,0.2013,2.698,2.155,25.24,3.24,0.284,A,S-type
20002423,13.57,4.899,0.2826,2.189,1.57,4.06,2.81,0.33,A,S-type
20002501,12.02,10.218,0.1985,2.42,1.94,3.3,2.9,0.281,A,S-type
20002715,11.69,13.252,0.1504,2.737,2.325,6.75,3.15,0.204,A,S-type
20002732,12.05,11.001,0.0248,2.759,2.691,6.5,2.83,0.305,A,S-type
20003352,15.97,17.470125,0.3691,1.879,1.185,4.77,2.57,0.32065625,A,S-type
20004142,13.17,6.018,0.1513,1.911,1.622,26.49,2.2,0.348,A,S-type
20004713,13.26,6.286,0.0737,1.926,1.784,22.67,2.07,0.381,A,S-type
20004982,13.33,7.975,0.1788,2.782,2.285,4.64,3.28,0.175,A,S-type
20005641,14.06,5.68,0.1264,1.82,1.59,22.2,2.05,0.291,A,S-type
